Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	C3L-00017	C3N-01719	C3N-01900	C3N-01907	C3N-01997	C3N-01998	C3N-02010	C3N-02295	C3N-02573	C3N-02579	C3N-02585	C3N-02589	C3L-00640	C3L-00819	C3L-00881	C3L-00928	C3L-01031	C3N-02592	C3N-02768	C3N-02940	C3N-02944	C3N-02971	C3N-02998	C3N-03000	C3N-03006	C3N-03007	C3N-03039	C3N-03061	C3N-03069	C3N-03086	C3N-03173	C3N-03190	C3N-03211	C3N-03426	C3N-03428	C3N-03430	C3N-03439	C3N-03440	C3N-03665	C3N-03666	C3N-03670	C3N-03754	C3N-03780	C3N-03839	C3N-03840	C3N-03853	C3N-03884	C3N-04119	C3N-04126	C3N-04282	C3N-04283	C3N-04284	C3L-01036	C3L-01037	C3L-01051	C3L-01052	C3L-01053	C3L-00102	C3L-00189	C3L-00277	C3L-00401	C3L-01054	C3L-01124	C3L-01328	C3L-01453	C3L-01598	C3L-01637	C3L-01662	C3L-01687	C3L-01689	C3L-01703	C3L-01971	C3L-02109	C3L-02112	C3L-02115	C3L-02116	C3L-02118	C3L-02463	C3L-02604	C3L-02606	C3L-02610	C3L-02613	C3L-02701	C3L-02809	C3L-02890	C3L-02897	C3L-02899	C3L-03123	C3L-03129	C3L-03356	C3L-03371	C3L-03388	C3L-03394	C3L-03395	C3L-03628	C3L-03630	C3L-03632	C3L-03635	C3L-03639	C3L-03743	C3L-00589	C3L-00598	C3L-00599	C3L-00622	C3L-00625	C3L-04027	C3L-04072	C3L-04080	C3L-04473	C3L-04475	C3L-04479	C3L-04495	C3L-04848	C3L-04853	C3N-00198	C3N-00249	C3N-00302	C3N-00303	C3N-00436	C3N-00511	C3N-00512	C3N-00513	C3N-00514	C3N-00516	C3N-00517	C3N-00518	C3N-00709	C3N-00957	C3N-01011	C3N-01012	C3N-01165	C3N-01166	C3N-01167	C3N-01168	C3N-01375	C3N-01379	C3N-01380	C3N-01381	C3N-01382	C3N-01383	C3N-01388	C3N-01502	C3N-01714	C3N-01715	C3N-01716	
Deletion Peak  6 - CN values	2p11.1  	chr2:89630002-94760000(probes 29980:30352)        	chr2:91930002-91960000(probes 30082:30083)        	chr2:88930002-94690000(probes 29925:30345)        	9.0808e-13	 9.0808e-13		Actual Copy Change Given	0.0098669	0.0062481	-0.85162	0.020203	0.06537	-0.3559	0.033127	0.013492	0.0076392	0.0016642	0.0020805	0.00097064	-1.1735	0.033267	0	-0.0096806	-0.062495	0.12417	0.01433	0.020063	0.023706	0.19512	0.017404	-0.070402	0.17196	-0.0024938	0	0.11286	-0.033677	-0.0024938	0.028622	0.073546	0.0043021	0.0062481	0	0.01447	0.006109	-0.0059522	-0.0083005	0	0.015168	-0.10092	0	0	0.016565	-0.039258	0.0040243	0.014888	0.013772	-0.03681	0.0049969	-0.015191	0.011539	0	-0.069867	0.0049969	0.0068044	-0.018353	0.016425	-0.92473	-0.84267	0.0029133	-0.17107	0.013074	-0.042245	0	-0.0012473	0.14176	-0.02603	0.008892	0.018243	-0.023018	-0.60902	-0.00069303	-0.03095	-0.30721	0.0037465	-0.58902	0.0038854	-0.17601	0.17226	0.1095	0.016845	0.24466	0.065799	0	-0.013953	-1.2929	0.0048579	0.020903	0.0022193	0	0.00597	0.0114	0.0033299	0.019503	-0.00069303	0.18253	0	-0.080674	0.11096	0	-0.62226	0.031718	0.1489	-0.0027707	0.022164	0.14043	0.065226	0.018523	-0.13186	0.019363	0.15666	0.11741	0.023566	-1.0818	0.075271	-0.54935	-0.0015243	-0.00055444	-0.0038779	0.00597	-0.51094	0.089851	0	0.075271	-0.0055375	-0.0081624	0.023847	0.022585	-0.0098185	-0.0084385	0.18041	-0.096836	0.018103	-0.46727	-0.0016629	0.001803	-0.045364	0	-0.0024938	0.0019418	-0.51579	-0.029038	0	
Deletion Peak  7 - CN values	2q31.2  	chr2:178490002-178830000(probes 38504:38524)    	chr2:178500002-178640000(probes 38505:38512)    	chr2:178560002-178610000(probes 38509:38510)    	1.0247e-20	 1.0247e-20		Actual Copy Change Given	0.0098669	0.0062481	0.034395	0.020203	0.06537	0.031295	0.033127	0.013492	0.0076392	0.0016642	0.0020805	0.00097064	1.5766	0.049256	0.0087528	1.2036	-0.10539	0.12417	0.01433	0.020063	0.023706	0.052383	0.017404	0.40494	0.17196	0.23566	0	-0.01904	0.37446	-0.0024938	-0.016841	0.073546	0.0043021	0.0062481	0	0.01447	0.006109	-0.0059522	0.28612	0	0.015168	-0.10092	0	0	0.016565	0.12358	0.0040243	0.014888	0.013772	-0.03681	0.0049969	-0.015191	0.011539	0	-0.069867	0.0049969	0.93549	0.058652	1.6683	0.025531	0.0081959	0.08392	0.060936	0.64249	0.027778	0	0.058367	0.14176	-0.02603	0.008892	0.018243	0.79336	0.30553	1.2156	0.53309	0.050534	0.0037465	0.030451	0.0038854	0.16535	0.89207	0.10614	0.20412	0.24466	0.065799	0	-1.2688	0.262	0.0048579	0.020903	0.0022193	0	0.00597	0.0114	0.0033299	0.019503	-0.00069303	0.18253	0	-0.0038779	0.11096	0	0.07096	0.056228	0.07369	-0.0027707	0.022164	0.052525	0.065226	0.018523	-0.025346	0.019363	0.15666	0.11741	0.096234	-0.38392	1.05	0.032563	-0.0015243	-0.00055444	0.033267	0.066372	0.05153	0.14518	0.0076392	3.1648	-0.0085766	-0.0081624	0.023847	0.022585	0.037076	0.013772	0.22684	0.093911	2.8272	1.9082	1.5418	0.047694	0.033127	0	0.85344	0.0019418	0.11741	0.046842	0	
Deletion Peak  8 - CN values	4q35.2  	chr4:188600002-190214555(probes 82016:82141)    	chr4:189640002-190214555(probes 82106:82141)    	chr4:189030002-190214555(probes 82050:82141)    	0.04635	    0.04635		Actual Copy Change Given	-0.02562	-0.022332	0.0375	0.036088	-0.11168	-0.12525	-0.016429	0.03031	-0.0022168	0.0065262	-0.0067813	-0.18421	-0.45469	-0.33952	0.016146	-0.10998	-0.0062286	0.028622	-0.22047	0.0054139	-0.14605	-0.14181	-0.0045695	-0.19487	-0.0037395	-0.0078863	-0.0085766	0.0052749	-0.11312	0.0011093	0.034959	-0.0030475	-0.0123	0.014749	-0.029721	-0.010922	0	-0.019177	-0.018216	0.0073609	-0.011473	0.28042	0.0020805	-0.0099565	0.023286	-0.35179	-0.00013862	-0.0029091	0.0036076	0.14013	0.037217	-0.0078863	-0.020961	0.0038854	-0.020549	-0.033132	0	-0.26625	-0.0023553	-0.025209	-0.33894	-0.11273	-0.089434	-0.028628	-0.18081	-0.03681	-0.041431	-0.081605	0.0029133	-0.11743	0.014609	0.059508	-0.005814	-0.0015243	-0.048883	-0.13858	-0.094064	-0.16472	0	-0.10684	0.0030522	-0.66531	0.0066653	-0.01409	0	-0.19149	0.037217	-0.030267	-0.027535	-0.13044	0.086088	-0.2965	-0.005814	-0.011335	0.0055529	0.012237	0.0055529	-0.090493	-0.022881	-0.069867	-0.24302	0.0098669	-0.1143	-0.13109	-0.017391	0.021183	-0.2738	-0.015054	0	0.069239	0.048688	0.043299	0	-0.00097017	-0.42876	-0.74933	-0.35943	-0.30287	-0.26384	0.028622	-0.054555	0	-0.16294	-0.38246	-0.056307	0.38651	-0.23557	-0.047395	-0.11848	0.055088	-0.10565	-0.066118	-0.58206	-0.025893	-0.54824	0.013632	-0.44792	-0.18735	-0.21082	0.0084743	-0.11208	-0.37999	-0.057654	-0.033677	0.0034687	
Deletion Peak  9 - CN values	6p25.1  	chr6:1-165420000(probes 99773:115803)              	chr6:1300002-8670000(probes 99883:100586)           	chr6:1-16360000(probes 99773:101335)                	0.028399	   0.028399		Actual Copy Change Given	-0.33225	-0.0056757	0.0040243	-0.0089906	-0.15016	-0.14297	-0.34721	-0.099736	-0.23594	-0.063838	-0.37121	0.030732	0.021183	-0.27774	0.057796	-0.14952	-0.086784	0.12093	0.049824	-0.018078	-0.084661	0.069095	0.0084743	-0.0029091	0.16205	0.016845	-0.4317	-0.1246	0.068952	-0.028218	-0.1935	-0.074411	-0.0041546	0.010424	-0.005814	0.18389	-0.23435	-0.090096	-0.074678	0.0044411	-0.013815	-0.14888	-0.16536	-0.36465	0.00013863	-0.34366	-0.022881	-0.21861	-0.088772	-0.37808	-0.2249	0.22422	-0.24849	-0.15797	-0.17563	-0.0029091	0.020903	-0.13639	-0.17183	-0.50308	-0.060076	-0.014228	0.0016642	-0.25757	-0.30757	0.0029133	-0.34389	0.032281	-0.28382	-0.00069303	-0.26661	-0.20074	-0.099604	0.0026357	-0.078278	-0.2128	0	-0.37797	-0.0092666	-0.0029091	0.0049969	-0.5976	-0.006505	-0.020275	-0.037218	-0.19036	-0.22552	-0.011887	-0.0078863	0.018663	-0.0045695	0.0044411	0.0084743	-0.058596	-0.0063668	-0.3044	0.010703	0.008892	0.23009	-0.0027707	0.17513	-0.058731	-0.19412	-0.32658	-0.020824	0.0015255	-0.3511	0.0030522	-0.031905	0.0090312	-0.0008316	-0.12382	-0.033405	0.041317	0.058509	-0.16141	-0.40727	-0.044957	-0.17929	-0.44921	-0.15285	-0.00055444	-0.17259	-0.23227	-0.017391	-0.076012	-0.24314	-0.17929	-0.060883	-0.14605	-0.22071	-0.041838	-0.44577	0.11228	-0.014366	0	-0.089169	-0.23423	-0.12707	0.0012481	0	-0.17853	0.0016642	-0.29662	-0.18949	
Deletion Peak 10 - CN values	6q11.1  	chr6:57510002-63280000(probes 105240:105761)      	chr6:61540002-61600000(probes 105600:105601)      	chr6:61250002-61730000(probes 105582:105610)      	0.15356	    0.15559		Actual Copy Change Given	-0.0070576	-0.0056757	0.0040243	-0.0089906	0.18919	-0.056712	-0.32925	-0.099736	-0.23594	-0.063838	-0.37121	0.030732	-0.40196	-0.33549	-0.058058	-0.18131	-0.086784	0.12093	-0.20174	-0.018078	-0.084661	0.016146	0.0084743	-0.0029091	-0.012162	0.016845	0.001803	0.12845	-0.024798	-0.028218	-0.1935	-0.074411	-0.0041546	0.010424	-0.005814	0.18389	0.12859	-0.090096	-0.12356	0.0044411	-0.013815	0.059794	0.071966	-0.33549	0.00013863	0.0073609	-0.022881	-0.21861	-0.088772	-0.37808	-0.2249	0.22422	-0.24849	-0.15797	0.067661	-0.0029091	-0.063032	-0.022881	-0.12421	-0.079077	-0.062629	0.0070826	0.0016642	-0.20025	-0.25019	0.00013863	-0.29603	0.14251	0.52888	-0.00069303	-0.19662	-0.20074	-0.027124	0.0026357	-0.0011087	-0.03681	0	-0.035857	-0.0092666	-0.27607	-0.08094	0.055088	-0.006505	-0.020275	-0.037218	-0.011749	0.023987	-0.011887	-0.0078863	0.018663	-0.0045695	0.0044411	0.0084743	-0.058596	-0.0063668	-0.0077482	0.010703	0.19132	-0.034631	-0.0027707	-0.03681	-0.058731	-0.19036	0.056655	-0.011887	0.0015255	-0.122	0.0030522	-0.042517	-0.20896	-0.0008316	-0.12382	-0.033405	-1.2929	0.058509	0.050108	-0.071071	-0.044957	0.010564	-0.37572	-0.065313	-0.06424	-0.061689	-0.12914	0.0034687	0.040044	0.078006	0.0062481	-0.073343	-0.14605	-0.010646	-0.015879	-0.067993	0.11228	-0.011473	0	-0.30803	-0.20647	-0.21144	-0.0040162	0	0	0.082188	-0.057924	-0.14322	
Deletion Peak 11 - CN values	6q25.3  	chr6:160250002-161010000(probes 115313:115372)  	chr6:160450002-160770000(probes 115328:115352)  	chr6:160430002-160770000(probes 115327:115352)  	0.04986	    0.04635		Actual Copy Change Given	-0.29272	-0.0056757	0.0040243	-0.0089906	-0.026577	-0.1071	-0.40926	-0.099736	-0.23594	-0.43159	-0.37121	-0.20423	0.016146	-0.014503	0.018243	0.0558	-0.29591	-0.105	-0.20174	-0.018078	-0.084661	0.016146	0.0084743	-0.0029091	-0.012162	0.0375	-0.44383	-0.14592	0	-0.028218	-0.1935	-0.074411	-0.0041546	0.010424	-0.005814	-0.19287	-0.16396	-0.090096	-0.12356	0.0044411	-0.013815	0.059794	-0.15605	-0.33549	-0.1623	0.0073609	-0.22108	-0.21861	-0.29992	-0.37808	-0.2249	-0.10447	-0.24849	-0.15797	0.018523	-0.0029091	-0.063032	-0.022881	-0.048748	-0.018078	-0.49392	-0.0037395	0.0016642	-0.27176	-0.3253	-0.15669	-0.34939	0.14251	-0.29343	-0.00069303	-0.19662	-0.20074	-0.0059522	0.0026357	-0.18534	-0.13497	-0.037218	-0.36068	-0.0092666	-0.1272	-0.018628	-0.61499	-0.006505	-0.020275	-0.037218	-0.1995	-1.0591	-0.011887	-0.0078863	0.018663	-0.0045695	0.0044411	0.0084743	-0.058596	-0.0063668	-0.0077482	0.010703	-0.95681	-0.034631	-0.0027707	-0.019863	-0.4119	0.0081959	-0.17992	-0.33572	0.0015255	-0.122	-0.34549	-0.042517	-0.20896	-0.17145	-0.12382	-0.033405	-0.015879	0.058509	0.050108	-0.065581	-0.46855	0.0048579	-0.37572	-0.17158	0.010703	0.026654	-0.24107	0.0034687	2.0843	0.078006	0.0062481	-0.073343	-0.14605	-0.010646	-0.083864	-0.1945	0.11228	-0.2133	0.0030522	0.049398	-0.18169	-0.11508	-0.19875	0	-0.15809	0.053094	-0.29461	-0.36238	
Deletion Peak 12 - CN values	7q34    	chr7:141480002-143030000(probes 129986:130119)  	chr7:142650002-142970000(probes 130086:130113)  	chr7:141630002-143000000(probes 129998:130116)  	0.016897	   0.082642		Actual Copy Change Given	0.31932	0.0058309	-0.031223	0.003191	-0.0030475	0.037924	0.24218	-0.095648	0	-0.43734	0.010703	0	0.047694	-0.085324	0.019083	0.10585	0.15039	-0.1272	0.16895	0.084354	-0.16243	-0.33202	-0.0066432	-0.09644	0.069525	0.14444	0.010564	0.12859	0.0055529	0.021043	-0.81367	0.047978	0.028481	-0.25576	-0.028901	0.003191	0.2061	0.0033299	0.2966	-0.04211	0.0026357	0.45071	-0.0089906	0.011261	0.0029133	0.049114	0.024408	0.017963	-0.28608	0.28612	0.012237	0.10862	0.008892	0.026092	0.092605	0.013911	-0.0018014	0.13524	0.028481	0.46468	-0.0008316	-0.00069303	0.022725	-0.18408	-0.24958	0.010006	0.12815	-0.16851	0.011539	0.021323	-0.006505	0.1616	0.035524	0.0049969	0.1076	0.016985	0.12505	0.019783	0.0091705	0.031436	-0.23043	0.0282	-0.0088526	-0.0045695	-0.15247	0.022444	0	0.0058309	0.011121	0.016146	0.00069327	-0.14335	0.04812	0.027778	0.017124	-0.0067813	0.1022	-0.0071958	0.4882	-0.17601	0.14726	-0.22367	0.37463	0.047126	0.017684	0.0013868	0.21253	-0.0013858	0.48131	0.03369	-0.53429	0.011958	0.15024	0.14028	0.067088	-0.37527	-0.01354	-0.38537	0.010564	0.015168	-0.067056	0.051387	0.025531	0.33464	0.0044411	0.39928	-0.57634	0.080745	0.043157	-0.54421	0.015028	0.015308	0.388	-0.010094	0.019083	0.0058309	0.096961	0.00097064	-0.0008316	0.030451	0.016565	0.0084743	-0.064643	-0.084262	-0.10211	
Deletion Peak 13 - CN values	7q36.3  	chr7:146100002-159345973(probes 130386:131623)  	chr7:157840002-157880000(probes 131491:131493)  	chr7:157450002-158670000(probes 131460:131562)  	0.014623	   0.036226		Actual Copy Change Given	0.27332	0.0058309	-0.031223	0.003191	-0.0030475	-0.057924	0.24218	-0.095648	0	-0.43734	0.010703	0	-0.13987	0.053697	0.019083	-0.13083	0.15039	-0.1272	0.16895	0.084354	0.0075	-0.33202	-0.0066432	-0.09644	0.069525	0.14444	0.010564	0.12859	0.0055529	0.021043	-0.10381	0.047978	0.028481	-0.25576	-0.028901	0.003191	0.2061	0.0033299	0.2966	-0.04211	0.0026357	0.45071	-0.0089906	0.011261	0.0029133	0.049114	-0.23851	0.017963	-0.28608	0.28612	0.012237	0.10862	0.008892	0.026092	0.092605	0.013911	-0.0018014	-0.14913	-0.46823	-0.15579	-0.31494	-0.00069303	0.022725	-0.2642	-0.39953	0.010006	0.0086135	-0.28572	0.011539	-0.078144	-0.006505	0.1616	-0.11182	0.0049969	-0.025072	-0.065581	0.12505	-0.092874	0.0091705	-0.3828	-0.23043	-0.61393	-0.0088526	-0.0045695	-0.15247	0.022444	0	0.0058309	0.011121	0.016146	0.00069327	-0.14335	0.04812	0.027778	0.017124	-0.0067813	0.1022	-0.0071958	0.4882	-0.17601	0.14726	-0.22367	-0.094196	-0.45458	-0.033677	0.0013868	0.21253	-0.0013858	-0.095252	0.03369	-0.025893	0.011958	-0.16815	0.14028	-0.23606	-0.89718	-0.10092	-0.29307	-0.10092	-0.18622	-0.067056	0.051387	-0.21354	0.098415	0.0044411	-0.070536	-0.47088	-0.08612	-0.27356	0.016705	-0.15349	-0.2738	0.19451	-0.010094	-0.41707	-0.4534	-0.39864	-0.10906	-0.14065	-0.12642	-0.091552	-0.37313	-0.064643	-0.093667	-0.10211	
Deletion Peak 14 - CN values	9p21.3  	chr9:21860002-22450000(probes 147385:147433)      	chr9:21940002-22020000(probes 147390:147395)      	chr9:19730002-32350000(probes 147191:148356)      	2.4165e-17	 2.4165e-17		Actual Copy Change Given	-0.33514	-0.016979	0	0.00597	-0.12746	-0.1736	-1.0526	-0.028491	-0.24156	-0.42123	-0.40771	-0.16485	-0.28156	-0.26817	-0.15554	-0.29756	-0.95094	-0.096572	-0.25419	-0.13109	-0.11574	-0.019863	0	-0.18093	-0.10118	-0.098682	-0.46568	-0.1731	-0.38537	-0.035312	-0.033132	-0.66919	-0.066386	-0.21317	-0.0085766	-0.052396	-0.011473	0	-0.32867	-0.22994	-0.0076101	-0.18697	-0.054016	-0.37426	-0.22392	-0.68077	-0.22293	-0.21676	-0.29296	-0.38269	-0.55527	0.030169	-0.48039	-0.19074	0.048972	0.0011093	-0.076545	-0.090493	-0.11809	-0.92219	-0.056038	-0.0088526	-0.10092	-0.21935	-0.52358	-0.17727	-0.62874	-0.35931	-0.29154	-0.75659	-0.41696	-0.03504	-0.31891	-0.063703	-0.14258	-0.48712	-0.32797	-0.37775	-0.50391	-0.19312	-0.24472	0.051387	-0.17588	-0.27021	0.063509	-0.1698	-0.51661	-0.26071	-0.0044312	-0.18949	0.0034687	0.0069435	-0.028765	0.020903	-0.15272	-0.29662	-0.0030475	-0.17082	-0.4355	-0.15477	-0.47289	-0.9013	-0.25176	-0.24253	-0.69604	-0.0015243	-0.35293	-0.63953	-0.027124	-0.20945	-0.18886	-0.033541	-0.078278	-0.10289	-0.18219	-0.44878	-0.048207	-0.011473	-0.42746	-0.88727	-0.072274	-0.14528	-0.42767	-0.69676	-0.062764	0.00458	-0.33214	-0.25648	-0.073877	-0.154	-0.23129	-0.14657	-0.69305	-0.14335	-0.44469	-0.045499	-0.37166	-0.197	-0.14013	-0.007472	-0.08612	-0.077345	-0.17752	0.030451	-0.36522	
Deletion Peak 15 - CN values	9q21.31 	chr9:1-138394717(probes 145296:158178)             	chr9:79120002-79160000(probes 152401:152403)      	chr9:79140002-79170000(probes 152403:152404)      	0.24109	     0.2624		Actual Copy Change Given	0.080889	-0.030677	0	0.00597	0.054091	-0.01106	-0.39464	-0.028491	-0.24156	-0.027808	0.016705	0.023426	0.0049969	0.015308	-0.019863	-0.020275	-0.29662	-0.12525	-0.25419	-0.13109	-0.11574	-0.019863	0	-0.18093	-0.10118	-0.098682	0.043582	-0.1731	0.052383	-0.035312	-0.033132	-0.26504	-0.066386	-0.21317	-0.0085766	-0.052396	-0.011473	0	-0.53784	-0.20199	-0.0076101	-0.15042	-0.054016	-0.0053992	-0.20336	-0.32855	-0.10039	-0.21676	-0.28275	-0.38269	-0.019314	0.030169	0.015587	-0.19074	0.057653	0.0011093	0.022024	-0.090493	0.027357	-0.12095	-0.056038	-0.0088526	-0.10092	-0.07361	-0.25552	-0.17727	-0.30534	-0.036538	-0.01354	-0.0048461	-0.028491	-0.03504	-0.014916	0.0024969	-0.013815	-0.0030475	-0.025483	-0.37775	-0.00055444	-0.19312	-0.24472	0.0049969	0.016845	-0.27021	0.063509	-0.1698	-0.029857	0.0062481	-0.0044312	-0.015054	0.0034687	0.0069435	-0.028765	0.020903	-0.15272	-0.005814	-0.0030475	-0.17082	-0.046448	-0.58206	0.12358	-0.81901	0.0016642	-0.19512	-0.32461	-0.0015243	-0.35293	-0.064508	-0.027124	-0.20945	-0.18886	-0.033541	-0.078278	-0.10289	-0.13536	-0.026577	-0.048207	-0.011473	-0.18861	0.0068044	-0.072274	-0.027945	-0.022058	-0.096968	-0.0036011	0.00458	-0.092081	-0.030677	-0.030267	-0.154	-0.19937	-0.0022168	-0.08413	-0.038578	-0.050911	-0.045499	-0.016017	-0.00041585	-0.053341	-0.007472	-0.031905	-0.0023553	-0.063569	-0.074811	-0.0016629	
Deletion Peak 16 - CN values	10q11.21	chr10:38690002-42410000(probes 161931:161983)    	chr10:42150002-42390000(probes 161979:161982)    	chr10:42350002-42390000(probes 161981:161982)    	0.0006407	  0.0006407		Actual Copy Change Given	-0.00069303	-0.012713	-0.00041585	-0.0037395	-0.14926	0.004719	-0.10579	0.00458	-0.0026322	-0.1071	0	0.02525	-0.022881	-0.005261	0.019083	0.023145	0.019083	0	0.14935	0.015447	-0.047124	-0.15937	-0.0018014	-0.38022	0.1133	0.021323	0.0093098	-0.14245	0.016146	-0.0049844	0.00083195	-0.082801	0.013632	-0.006505	0.0062481	0.13125	-0.0022168	-0.0024938	0.012934	-0.18597	0.00055459	0.089851	0.00027728	0.016985	0.0026357	0.0027745	-0.026577	-0.00027724	0.0068044	0.319	-0.21775	-0.082402	0.0091705	-0.029721	-0.092742	-0.0040162	0.0070826	-0.062629	-0.085457	-0.045364	-0.11037	0.010703	-0.031359	-0.0087146	-0.02562	0.0013868	-0.10079	-0.034223	0.0011093	-0.053881	-0.32298	-0.1717	-0.046448	-0.0084385	-0.0047079	-0.0053992	0.13007	-0.40827	-0.015329	-0.16408	-0.023292	-0.0081624	0.018103	-0.031905	-0.035448	0.0093098	-0.10079	-0.032178	0.026233	0.17633	-0.0078863	-0.0062286	-0.044686	0.018663	-0.0011087	-0.0071958	-0.09578	-0.022195	0.36019	0.16775	-0.040345	0.0062481	-0.024935	-0.018353	-0.034086	-0.012162	0.18616	-0.0092666	-0.061017	-0.21392	-0.13833	0.012516	-0.092213	-0.12797	-0.047936	-0.1508	0.012237	-0.044144	-0.17183	0	-0.0069195	-0.59292	-0.11757	0.032281	0.011818	-0.014228	-0.0083005	-0.10618	0.030732	0	-0.0059522	0.016985	0.10293	-0.047666	-0.012576	-0.15119	-0.020687	-0.12382	0.026233	-0.15733	-0.0033243	0.0084743	0.089851	-0.031632	-0.019589	
Deletion Peak 17 - CN values	12p13.33	chr12:1-25020000(probes 183438:185833)              	chr12:2250002-2300000(probes 183646:183649)        	chr12:2230002-2410000(probes 183645:183658)        	0.17318	    0.17019		Actual Copy Change Given	-0.2913	-0.0031859	-0.013815	-0.04428	0.079735	-0.028628	-0.017116	-0.020549	-0.0033243	-0.43203	0.0282	-0.097363	0.0040243	0.053806	0.17347	0.068952	0.44376	0.22623	-0.22034	-0.096704	0.0026357	0.26624	0.011958	0.52818	0.045991	0.064082	0.069525	0.22468	0.11008	-0.0040162	-0.043331	0.031859	0.006109	-0.20672	0.019783	-0.22133	-0.007472	0.021463	0.034536	-0.029994	0	0.17498	-0.17018	0.011958	0.17996	0.10322	0.014749	0.0055529	0.1646	0	-0.22601	0.017544	0.0027745	-0.0070576	0.10643	-0.010784	-0.044957	-0.027124	0.027357	0.43446	-0.1499	0.0048579	-0.084528	0.96042	0.0027745	-0.15541	0.027357	0.22376	0.0049969	0.02539	0.041883	0.1486	0.082043	-0.057789	-0.043466	0	0.17272	0.035242	-0.53652	0.041034	-0.0048461	0.79801	-0.041567	0.50741	0.09856	-0.17689	-0.011198	0.23179	0.0030522	-0.042517	-0.0098185	-0.35544	-0.0088526	-0.00097017	-0.048207	-0.082402	0	0.22592	0.09638	0.45939	0	0.30282	-0.042924	-0.06652	0.053237	0.15577	1.2957	-0.20498	0.11111	-0.03749	-0.26588	-0.13833	0.096961	-0.12862	0.054803	-0.57031	0.013772	0.041175	0.012097	-0.67463	-0.038578	0.1095	0.30106	-0.045364	0.0052749	-0.14901	-0.42364	0.091445	-0.0033243	-0.18534	0.00097064	-0.13368	-0.010784	-0.081871	-0.35692	-0.012851	0.037782	-0.017666	-0.23936	0.022024	0.19223	-0.04726	0.227	0.30857	0.012097	
Deletion Peak 18 - CN values	12q21.31	chr12:74120002-126710000(probes 190274:195319)  	chr12:80670002-80740000(probes 190906:190908)    	chr12:80590002-80760000(probes 190899:190910)    	0.076258	   0.082642		Actual Copy Change Given	0.030873	-0.0031859	-0.013815	-0.04428	0	0.020623	-0.016979	-0.020549	0.00041593	-0.017391	0.0282	-0.097363	0.05153	-0.03095	0.027778	0.049114	0.1649	-0.13186	0.029466	-0.096704	0.0026357	-0.053611	0.011958	-0.082934	0.045991	-0.090758	0.031436	-0.16599	-0.14297	-0.0040162	-0.043331	-0.28715	0.006109	-0.0045695	0.019783	0.19832	-0.007472	0.021463	0.034536	-0.029994	0	-0.04726	0.0058309	0.0076392	-0.20324	-0.31669	0.014749	0.0055529	-0.01849	0	-0.22601	0.017544	-0.0027707	0.034677	-0.23031	0.013772	-0.060883	-0.046583	0.027357	-0.43713	0.0062481	0	-0.00041585	0.054091	0.0027745	0.0029133	0.027357	0.30761	0.0049969	0.02539	0.041883	0.15681	-0.21837	0.019363	0.015168	-0.039122	-0.14759	-0.33733	0.0041632	0.021183	0.006109	-0.63244	-0.041567	-0.23104	0.09856	-0.17689	-0.011198	-0.02603	0.0030522	-0.042517	-0.0098185	0.0027745	-0.0088526	-0.00097017	-0.014503	0.15278	0	-0.0076101	0.09638	0.18646	-0.04726	-0.37347	-0.042924	-0.15362	0.053237	-0.0078863	0.15816	-0.00041585	-0.033405	-0.059404	-1.2929	0.019643	-0.12992	-0.063569	-0.0059522	0.093766	0.12079	0.079735	0.012097	0.058224	0.029606	-0.051316	0.028903	-0.097759	0.0052749	1.0197	-0.51115	0.091445	-0.0033243	0.045282	0.00097064	0.023566	-0.010784	-0.096968	0.60232	0.025671	-0.046989	0.033831	0.018943	0.022024	-0.13523	-0.037354	-0.045499	0.2771	0.012097	
